"doc_id","title","cite","keywords"
"Paper_33290","spikeslab: Prediction and variable_selection Using Spike and Slab Regression","21","[]"
"Paper_33304","Statistical inference in context specific interaction_model for contingency tables","27","['conditional independence', 'context specific independence', 'contingency table', 'decomposition', 'graphical model', 'hierarchical model', 'iterative proportional_scaling', 'log-linear model', 'Markov property']"
"Paper_33305","Factorized_ESTIMATION of high_dimensional nonparametric covariance model","21","['high‐', 'dimensional nonparametric covariance models', 'kernel estimator', 'shrinkage and consistency', 'thresholding']"
"Paper_33322","Structured Spatio_Temporal Shot_Noise cox_Point_process model , with a View to model ling Forest Fires","35","['composite likelihood', 'Cox process', 'forest fires', 'inhomogeneous K-function', 'intensity', 'log-Gaussian process', 'minimum contrast estimation', 'multiplicative model', 'pair correlation function', 'Poisson process', 'shot-noise process', 'simulation', 'spatio-temporal point process']"
"Paper_33333","Regression parameter_estimation from panel counts","44","['estimation equation', 'recurrent events', 'semiparametric regression model']"
"Paper_33334","empirical_PROCESS in Survey Sampling with (Conditional) Poisson_design","11","['empirical processes', 'survey sampling', 'rejective design', 'Poisson design', 'functional central limit theorem']"
"Paper_33339","Non_Parametric_ESTIMATION of the conditional_Distribution of the Interjumping Times for Piecewise_Deterministic Markov_process","10","['piecewise-deterministic Markov process', 'ergodicity of Markov chains', 'non-parametric estimation', 'jump rate estimation', 'Nelson-Aalen estimator', 'asymptotic consistency']"
"Paper_33342","Kernel Density_ESTIMATION on a Linear Network","29","['bandwidth selection', 'diffusion', 'equal-split kernels', 'finite difference algorithm', 'heat equation', 'heat kernel', 'intensity', 'road accidents', 'spatial point process']"
"Paper_33346","Testing for conditional_independence: A groupwise dimension_REDUCTION_based adaptive_to_model approach","1","['adaptive‐', 'to‐', 'model', 'conditional independence', 'groupwise sufficient dimension reduction', 'ridge eigenvalue ratio', 'thresholding']"
"Paper_33351","Estimation and Prediction in the Presence of Spatial Confounding for Spatial Linear model","7","['confounding bias', 'generalized least squares estimator', 'spatial prediction', 'spatial correlation']"
"Paper_33354","direct_and indirect_causal_effects via potential outcomes","189","['anthrax vaccine', 'biomarkers', 'causal inference', 'principal stratification', 'Rubin Causal Model', 'surrogate outcomes']"
"Paper_33358","Geometrically Corrected Second Order Analysis of Events on a Linear Network, with Applications to Ecology and Criminology","40","['inhomogeneous K-function', 'inhomogeneous point patterns', 'K-function', 'network K-function', 'pair correlation function', 'point process', 'spatial point patterns', 'spatial statistics']"
"Paper_33359","confidence_interval for current status data","42","['asymptotic distribution', 'bootstrap', 'confidence interval', 'current status data', 'kernel smoothing', 'quantile estimation', 'rubella data', 'subsampling']"
"Paper_33382","A solution to a linear integral equation with an application to statistics of infinitely divisible moving averages","21","['L-2-error bound', 'existence of unique solution', 'Fourier transform on the multiplicative group R\\{o}', 'inverse problem', 'Levy density', 'Levy-Kchintchin representation', 'linear integral equation', 'moving average pure jump infinitely divisible random field', 'nonparametric low-frequency estimation']"
"Paper_33388","On_ESTIMATION in the nested case_control_design under nonproportional hazards","28","['efficient sampling', 'nested case-control', 'nonproportional hazards', 'time-varying']"
"Paper_33392","Semiparametric_ESTIMATION and model_selection for conditional_mixture copula model","26","['conditional copula', 'mixture copula', 'model selection', 'semi‐', 'parametric estimation']"
"Paper_33397","Semiparametric analysis of interval_censored failure TIME_data with outcome_dependent observation schemes","62","['additive hazards model', 'dependent visit times', 'interval censoring', 'inverse-intensity-of-visit weight', 'linear transformation models', 'semiparametric estimation']"
"Paper_33400","Consistent procedures for multiclass classification of discrete diffusion paths","3","['diffusion paths', 'drift estimation', 'multiclass classification', 'plug-in estimators']"
"Paper_33406","Linear censored quantile regression: A novel minimum_distance approach","4","['Beran estimator', 'bootstrap', 'double-kernel smoothing', 'effective dimension reduction', 'right censoring']"
"Paper_33427","Ensemble Approaches to estimation the Population mean with Missing Response","6","['empirical likelihood', 'least-squares refitting', 'missing data', 'moment calibration', 'multiple robustness', 'pseudo-empirical likelihood']"
"Paper_33459","Partial linear_model for longitudinal data based on quadratic inference functions","32","['B-spline', 'estimating equations', 'longitudinal data', 'partial linear models', 'quadratic inference functions']"
"Paper_33471","Weighted likelihood for semiparametric model and two_phase stratified sample, with application to cox_regression","94","['case-cohort', 'estimated weights', 'failure time', 'inverse probability weights', 'missing data']"
"Paper_33475","The skew_normal_distribution and related multivariate families","425","['flexible parametric family', 'graphical models', 'heavy tails', 'hidden truncation model', 'selective sampling', 'skew-elliptical distribution', 'skew-normal distribution', 'skew-t distribution', 'stochastic frontier models']"
"Paper_33476","Non_parametric_ESTIMATION of tail dependence","172","['asymptotic normality', 'copula', 'empirical copula', 'non-parametric estimation', 'strong consistency', 'tail copula', 'tail dependence', 'tail-dependence coefficient']"
"Paper_33481","A Family of Goodness_of_Fit test for Copulas Based on Characteristic Functions","5","['degenerate V-statistics', 'L-2 weighted functionals', 'parametric bootstrap']"
"Paper_33495","Density_ESTIMATION by Total Variation Penalized Likelihood Driven by the Sparsity l(1) Information Criterion","14","['convex programme', 'dual block coordinate relaxation', 'extreme value theory', 'l(1)-penalization', 'smoothing', 'total variation', 'universal penalty parameter']"
"Paper_33499","generalized_linear_model for subordinated levy_process","78","['generalized linear model', 'Levy processes', 'quasi-likelihood function', 'subordinated variance function']"
"Paper_33506","The negative_binomial_process: A tractable model with composite likelihood_based inference","56","['bootstrap', 'composite likelihood estimation', 'count time series', 'gamma autoregression', 'negative binomial distribution', 'overdispersion', 'Poisson regression']"
"Paper_33512","A reproducing kernel Hilbert space log_rank test for the two_sample problem","2","['log‐', 'rank test', 'reproducing kernel Hilbert space', 'right‐', 'censored data', 'survival analysis', 'two‐', 'sample tests']"
"Paper_33527","Modelling Aggregation on the large_Scale and Regularity on the small_Scale in Spatial Point Pattern Datasets","11","['Boolean model', 'chi-square process', 'dependent thinning', 'determinantal point process', 'interrupted point process', 'pair correlation function']"
"Paper_33533","Identifiability and estimation of recursive max_linear model","2","['Bayesian network', 'causal inference', 'extreme value theory', 'generalized maximum likelihood estimation', 'graphical model', 'structural equation model']"
"Paper_33543","Non_parametric quantile regression with censored data","19","['censored data', 'conditional quantiles', 'Kaplan-Meier estimator', 'kernel estimator', 'local linear fitting']"
"Paper_33546","Comparison of regression_curves with censored responses","8","['bootstrap', 'censored data', 'comparison of regression curves', 'heteroscedastic regression', 'non-parametric regression', 'survival analysis']"
"Paper_33550","Fitting Gaussian Markov random_field to Gaussian fields","145","['conditional autoregressive models', 'empirical Bayes', 'Gaussian fields', 'Gaussian Markov random field', 'Kullback-Leibler discrepancy', 'Markov chain Monte Carlo', 'maximum likelihood']"
"Paper_33554","The Current Duration Approach to estimation TIME_to Pregnancy","25","['accelerated failure time', 'backward recurrence time', 'censoring', 'competing risks', 'fecundity', 'fertility treatment', 'generalized Gamma distribution', 'isotonic estimator', 'open birth intervals', 'Pareto distribution', 'reproductive epidemiology']"
"Paper_33566","The role of propensity score structure in asymptotic efficiency of estimated conditional_quantile treatment_effect","25","['asymptotic efficiency', 'dimension reduction', 'heterogeneous treatment effect', 'quantile', 'semiparametric estimation']"
"Paper_33571","Generalized_Linear latent_variable_model with Flexible_distribution of Latent_variable","7","['factor analysis', 'latent variable', 'non-Gaussian distribution', 'semi-nonparametric distribution', 'visualization']"
"Paper_33575","Weighted Logrank Permutation test for Randomly Right Censored Life Science Data","17","['conditional tests', 'hazard rates', 'likelihood ratio tests', 'permutation tests', 'projection-type tests', 'randomly censored data', 'survival tests', 'two-sample tests', 'weighted logrank tests']"
"Paper_33585","Accelerated Recurrence TIME_model","10","['accelerated failure time model', 'censored quantile regression', 'counting process', 'recurrent events', 'varying-coefficient model']"
"Paper_33597","empirical_Likelihood for Non_Smooth Criterion Functions","33","['confidence region', 'copulas', 'empirical likelihood', 'estimating equations', 'hypothesis testing', 'nuisance parameter', 'quantiles', 'ROC curve']"
"Paper_33610","Generalized_Augmentation to Control the false_discovery Exceedance in Multiple Testing","8","['dependence', 'DNA microarrays', 'false discovery exceedance', 'false discovery rate', 'family-wise error rate', 'multiple testing']"
"Paper_33612","conditional_functional principal components analysis","28","['almost sure convergence', 'covariance function', 'functional mixed effects', 'Karhunen-Loeve expansion', 'random functions', 'smoothing', 'weighted covariance operator']"
"Paper_33613","A Note on_ESTIMATION in Hilbertian Linear model","8","['adaptive estimation', 'consistency', 'dependence', 'functional regression', 'Hilbert spaces', 'infinite dimensional data', 'prediction']"
"Paper_33629","Optimal Composite Markers for Time_Dependent Receiver Operating Characteristic_curves with Censored survival_Data","15","['area under the ROC curve (AUC)', 'censoring', 'extended generalized linear model', 'Gaussian process', 'non-parametric estimator', 'optimal composite marker', 'receiver operating characteristic (ROC) curve', 'survival', 'time-varying coefficient', 'vital status']"
"Paper_33638","local_Power Analyses of Goodness_of_fit test for Copulas","18","['contiguous alternatives', 'copula', 'Cramer-von Mises statistic', 'empirical copula process', 'goodness-of-fit test', 'local power curves', 'rank-based estimators']"
